timestamp,source_ip,destination_ip,protocol,attack_type,severity,status,packet_size,duration,num_packets,attack_score,rand_noise,log_duration,log_attack_score
17JAN24:12:00:00,192.111.153.73,186.50.176.0,HTTPS,DDoS,Medium,Blocked,822,241.81,399,3322.6658945,-38.28065332,5.4881523352,7.4111872509
17JAN24:13:00:00,20.160.232.48,221.63.209.33,ICMP,SQL Injection,Low,Blocked,429,86.92,134,1069.0501594,-4.907976462,4.4649882704,6.4027991187
17JAN24:14:00:00,40.188.141.124,203.205.168.56,HTTP,Malware,Medium,Blocked,283,199.27,27,1642.7020647,27.648537803,5.2946607392,7.2601982643
17JAN24:15:00:00,216.215.4.203,24.194.240.44,UDP,Ransomware,Medium,Successful,624,128.03,38,1440.4423321,-8.683521086,4.8522646896,6.7884383676
17JAN24:16:00:00,189.71.53.84,107.1.198.171,ICMP,Phishing,Low,Blocked,908,266.75,196,3079.3240513,-75.40377252,5.5863119277,7.4910017849
17JAN24:17:00:00,49.25.91.90,75.210.226.250,HTTPS,DDoS,Low,Blocked,507,253.58,203,2936.446413,7.938047461,5.5356793945,7.4860515284
17JAN24:18:00:00,174.67.65.21,81.20.70.232,TCP,Phishing,Low,Successful,905,157.68,85,2063.8981501,-6.558988397,5.0605677263,7.0005176902
17JAN24:19:00:00,191.171.34.56,142.199.64.96,HTTPS,Malware,Low,Blocked,973,207.48,320,2973.9683712,-63.75064103,5.3350349977,7.2360580714
17JAN24:20:00:00,222.74.29.195,142.199.68.179,HTTP,Ransomware,Medium,Successful,1273,265.02,30,2914.3371325,8.2879972379,5.5798053326,7.5301730851
17JAN24:21:00:00,6.194.208.87,150.254.35.71,HTTPS,Malware,Low,Blocked,643,148.77,466,2706.0615288,-3.781002164,5.0024015564,6.9446743144
17JAN24:22:00:00,56.36.53.165,94.128.166.155,TCP,Ransomware,High,Blocked,1054,94.04,99,1604.0133438,13.015701084,4.54372033,6.509209742
17JAN24:23:00:00,26.76.0.3,94.0.56.158,HTTP,Brute Force,High,Blocked,1136,226.12,387,3118.6894558,93.260972591,5.421065876,7.4242255314
18JAN24:00:00:00,215.164.75.134,187.247.121.180,HTTPS,Ransomware,Medium,Blocked,1372,66.1,190,1492.8408541,10.681727443,4.1911688981,6.1599021189
18JAN24:01:00:00,142.242.175.225,99.25.132.199,HTTP,SQL Injection,Critical,Blocked,899,116.62,12,1517.9364256,-24.82001069,4.7589208715,6.6739551466
18JAN24:02:00:00,221.37.17.210,20.102.129.23,UDP,Malware,Medium,Successful,1249,259.73,91,3199.5318769,51.014549209,5.5596426684,7.5332254501
18JAN24:03:00:00,94.69.62.42,107.158.208.128,UDP,DDoS,Medium,Blocked,1316,217.35,30,2296.3546802,41.003574267,5.3815090034,7.3540126751
18JAN24:04:00:00,152.102.23.85,64.245.254.88,HTTPS,Brute Force,Critical,Blocked,52,121.2,213,1593.6978888,-0.942516435,4.7974421561,6.7422406829
18JAN24:05:00:00,41.188.23.243,221.55.168.27,HTTP,SQL Injection,Low,Blocked,338,64.5,38,922.28523928,28.346915392,4.1666653788,6.1734671476
18JAN24:06:00:00,17.47.67.194,115.62.206.107,TCP,Phishing,Critical,Blocked,1139,106.85,341,2347.9625884,23.315183489,4.6714260754,6.6480322748
18JAN24:07:00:00,85.63.102.180,178.29.201.238,HTTPS,Malware,Low,Blocked,1114,85.3,60,1366.6811498,-0.358403566,4.4461745717,6.3914841997
18JAN24:08:00:00,222.22.253.13,111.7.79.235,UDP,DDoS,Medium,Blocked,826,52.91,294,1494.0295465,-15.69612036,3.9685925459,5.8711987466
18JAN24:09:00:00,93.62.79.69,223.173.156.184,UDP,Ransomware,Low,Successful,188,223.03,360,2671.7543035,-15.43123157,5.4073063364,7.343283126
18JAN24:10:00:00,73.57.215.163,157.72.106.134,HTTPS,DDoS,High,Successful,161,75.7,143,1169.5408679,19.935132189,4.3267782925,6.3096184918
18JAN24:11:00:00,41.225.13.227,221.174.137.65,HTTP,Phishing,Medium,Blocked,1274,136.3,402,2902.5831044,28.158803336,4.9148584121,6.889854831
18JAN24:12:00:00,80.246.34.28,34.173.72.31,UDP,Brute Force,High,Blocked,1343,115.82,180,2044.3394755,32.164213633,4.7520373481,6.7368533378
18JAN24:13:00:00,57.112.93.229,152.88.12.230,HTTP,Brute Force,Medium,Successful,577,294.63,285,3205.7688672,-54.41316551,5.6857203658,7.6048929093
18JAN24:14:00:00,149.7.55.243,188.156.225.243,UDP,Malware,Medium,Successful,1219,117.39,112,1950.42905,-13.77829904,4.7655018101,6.6945022931
18JAN24:15:00:00,169.97.72.75,130.118.250.237,UDP,Brute Force,Low,Blocked,1301,24.09,230,1368.2635041,-5.0652307,3.1817972317,5.0972091155
18JAN24:16:00:00,201.243.168.129,15.57.202.250,ICMP,Malware,Medium,Successful,415,27.04,444,1438.8112403,5.334823202,3.297317621,5.2710223909
18JAN24:17:00:00,209.38.21.222,17.91.120.159,UDP,Malware,Critical,Blocked,121,177.27,21,1538.5274661,17.360466326,5.1776740504,7.1374775242
18JAN24:18:00:00,143.6.121.199,215.220.243.166,TCP,Malware,Medium,Successful,531,179.85,145,2083.5672018,-48.06401953,5.1921232257,7.0991075942
18JAN24:19:00:00,146.100.106.230,14.84.108.102,HTTPS,Ransomware,High,Blocked,395,125.69,489,2304.1372218,-17.97430393,4.8338186375,6.7590878623
18JAN24:20:00:00,198.151.35.25,196.40.49.147,HTTPS,SQL Injection,High,Blocked,964,129.61,499,2861.3310526,41.308214082,4.8645300186,6.8549642573
18JAN24:21:00:00,19.38.114.49,2.50.122.129,HTTP,Malware,Medium,Successful,1336,16.27,146,1315.1995977,-0.011291259,2.7893235359,4.7351340114
18JAN24:22:00:00,179.55.90.245,99.132.52.210,UDP,Malware,Medium,Blocked,1107,155.01,441,2906.2461529,-35.32979532,5.0434896955,6.956297998
18JAN24:23:00:00,25.149.57.224,51.125.208.171,TCP,SQL Injection,Low,Blocked,1044,151.47,375,2498.7419372,13.301180064,5.0203876516,6.9787645602
19JAN24:00:00:00,209.120.194.12,185.38.54.90,,DDoS,Low,Blocked,162,44.95,421,1491.0157244,10.402005517,3.8055509834,5.7839852173
19JAN24:01:00:00,35.151.117.24,29.132.207.106,ICMP,Malware,Low,Successful,1412,31.24,316,1659.9054649,3.7178977967,3.4416996451,5.4044681549
19JAN24:02:00:00,55.253.101.122,35.125.177.73,HTTP,Ransomware,Medium,Successful,747,37.16,166,1118.9713329,-1.348980084,3.6152331831,5.5559436163
19JAN24:03:00:00,23.208.119.35,137.26.116.48,HTTP,Brute Force,Medium,Successful,369,30.4,140,736.14099741,9.8918734894,3.4144429374,5.4057891277
,10.225.131.85,30.116.79.143,UDP,Brute Force,Medium,Blocked,1472,182.95,203,2814.0383446,-54.2948371,5.2092129461,7.1118017751
19JAN24:05:00:00,105.67.116.80,71.62.52.15,ICMP,Phishing,Medium,Successful,1030,59.03,496,2170.6562013,-4.89529627,4.0780459587,6.0120382342
19JAN24:06:00:00,152.123.155.22,106.42.55.85,HTTP,Phishing,Medium,Blocked,362,75.5,244,1354.1771091,14.581951549,4.3241327887,6.2972602506
19JAN24:07:00:00,143.105.193.93,52.179.149.120,TCP,Brute Force,Medium,Blocked,1174,52.15,113,1207.9874893,3.8272864362,3.9541243732,5.9104640588
19JAN24:08:00:00,20.148.107.158,21.185.95.144,TCP,Brute Force,High,Successful,809,287.35,468,3752.5998381,-1.715470378,5.6607010198,7.6057579225
19JAN24:09:00:00,116.16.74.139,22.118.58.27,HTTPS,Ransomware,Low,Blocked,1152,256.4,201,3191.4196035,-35.29913901,5.546738764,7.4727854518
19JAN24:10:00:00,16.76.251.214,210.226.192.118,ICMP,SQL Injection,Low,Blocked,472,69.23,385,1677.7449618,11.856261534,4.2374344391,6.2075155487
19JAN24:11:00:00,222.227.90.202,114.159.184.50,ICMP,Phishing,High,Blocked,749,98.34,314,1818.8126551,12.759612989,4.5884309637,6.5527070441
19JAN24:12:00:00,213.14.34.230,179.244.19.0,HTTPS,SQL Injection,,Blocked,833,63.05,259,1659.9021846,8.2965901998,4.143928221,6.1084619413
19JAN24:13:00:00,86.29.191.66,92.194.241.149,HTTP,Ransomware,Medium,Successful,751,147.61,255,2027.974932,-39.08948776,4.9945737283,6.9019188021
19JAN24:14:00:00,197.50.85.125,133.117.169.150,ICMP,Brute Force,Medium,Blocked,1162,5.98,447,1916.9259224,-0.598950203,1.7884222402,3.7199191931
19JAN24:15:00:00,155.39.224.174,14.37.56.205,TCP,Malware,Medium,Successful,578,201.44,405,2853.3947059,16.473636277,5.3054916199,7.2630167769
19JAN24:16:00:00,157.60.204.64,181.29.229.232,TCP,SQL Injection,Low,Blocked,640,573.24751623,23,4976.3686673,28.566501019,6.3513176064,8.3043214848
19JAN24:17:00:00,170.203.255.138,56.91.221.130,UDP,Brute Force,Low,Blocked,1209,269.6,393,3583.8715433,36.766063692,5.5969394161,7.5621439979
19JAN24:18:00:00,198.55.221.156,74.239.199.141,ICMP,Brute Force,Medium,Blocked,296,49.4,246,1058.9200562,-17.26161322,3.8999506266,5.7946537163
19JAN24:19:00:00,88.104.69.202,212.205.136.255,HTTP,DDoS,Medium,Successful,1252,241.25,339,3381.0532949,-26.76074679,5.4858337817,7.4157705152
19JAN24:20:00:00,146.239.146.191,106.80.79.210,HTTPS,SQL Injection,High,Blocked,1303,237.61,493,3774.6531098,21.172406303,5.4706307162,7.4291898778
19JAN24:21:00:00,199.151.40.124,104.210.42.243,HTTPS,Malware,High,Successful,910,38.24,311,1572.5319204,8.8442910022,3.6438823497,5.622298705
19JAN24:22:00:00,,51.207.37.220,HTTP,SQL Injection,Medium,Blocked,938,119.63,366,2216.8538068,-55.38732669,4.7844037298,6.6618837469
19JAN24:23:00:00,124.50.56.167,190.71.191.89,UDP,Brute Force,High,Blocked,848,51.13,372,1748.989574,23.469176817,3.9343716047,5.9437941212
20JAN24:00:00:00,223.229.48.158,43.144.134.16,HTTPS,Malware,Medium,Blocked,716,76.49,403,1967.1638562,7.7728956857,4.3371601441,6.2974829254
20JAN24:01:00:00,174.74.32.40,72.107.168.230,ICMP,Ransomware,Medium,Successful,310,79.05,318,1698.2551708,-25.56489447,4.3700806902,6.2686892227
20JAN24:02:00:00,183.93.33.63,203.128.231.136,UDP,DDoS,High,Successful,589,166.92,87,1869.5736533,-14.13018365,5.1175147156,7.0512578914
20JAN24:03:00:00,150.140.109.51,144.50.248.98,ICMP,Brute Force,Medium,Blocked,1177,123.48,219,1884.4628345,32.715688052,4.8160792806,6.7991402487
20JAN24:04:00:00,115.10.199.215,95.217.33.119,TCP,Phishing,Medium,Blocked,1402,284.33,475,4152.6629402,-25.75759199,5.6501355706,7.5830197213
20JAN24:05:00:00,136.192.253.177,169.224.47.27,UDP,Phishing,Low,Blocked,607,38,423,1755.3495468,-9.991449932,3.6375864229,5.5452108817
20JAN24:06:00:00,130.133.230.71,159.148.245.192,HTTPS,DDoS,Medium,Successful,1025,292.11,356,3863.553508,-96.01027834,5.6771304779,7.5749484142
20JAN24:07:00:00,60.54.114.126,119.156.132.44,UDP,Ransomware,High,Blocked,398,69.27,460,1919.240859,10.780822611,4.2380120564,6.2059120625
20JAN24:08:00:00,87.89.226.236,30.35.215.205,UDP,Brute Force,High,Successful,1397,231.88,27,2712.3405608,56.775221786,5.4462200396,7.4265105191
20JAN24:09:00:00,178.226.95.98,64.107.177.65,UDP,SQL Injection,High,Successful,1232,101.76,430,2559.2068942,-45.85930429,4.6226171979,6.5019811817
20JAN24:10:00:00,218.116.123.171,116.115.38.140,UDP,DDoS,High,Blocked,1402,43.01,290,1748.6613851,-0.717462412,3.7614328793,5.7049569433
20JAN24:11:00:00,181.158.215.238,141.73.239.59,ICMP,Ransomware,Medium,Successful,837,257.38,289,3428.7402197,54.055647154,5.5505536309,7.5260256996
20JAN24:12:00:00,103.118.163.91,73.125.7.117,TCP,SQL Injection,Medium,Blocked,1324,92.73,348,2205.7223008,7.5907837173,4.5296921527,6.4872285018
20JAN24:13:00:00,12.92.69.163,86.86.87.73,HTTP,Phishing,Low,Blocked,926,197.69,223,2567.0498849,18.094448185,5.2867001978,7.2456011847
,174.14.70.84,66.19.94.8,UDP,Phishing,Medium,Blocked,1262,169.98,352,2906.7324199,20.74276078,5.1356808419,7.0988736722
20JAN24:15:00:00,223.107.76.35,147.25.170.147,HTTPS,SQL Injection,Medium,Blocked,250,141.58,178,1660.7444985,-51.13905881,4.952864999,6.8457957773
20JAN24:16:00:00,195.46.57.143,37.156.235.190,UDP,DDoS,Critical,Successful,326,148.8,148,1763.749652,50.527618314,5.0026031896,6.9958830252
20JAN24:17:00:00,186.214.193.95,90.175.108.22,HTTPS,Phishing,Medium,Blocked,782,219.7,424,3109.6064274,33.260175149,5.3922630249,7.3595695969
20JAN24:18:00:00,167.126.73.12,199.82.154.135,ICMP,Brute Force,Medium,Blocked,1086,26.42,227,1380.0685517,-14.14520563,3.2741216776,5.1404628615
20JAN24:20:00:00,183.56.60.76,195.112.213.74,HTTP,SQL Injection,Medium,Blocked,335,268.75,186,2806.4223065,84.494816183,5.5937816167,7.5836264989
20JAN24:21:00:00,220.183.152.78,204.190.184.254,TCP,SQL Injection,High,Blocked,45,17.43,415,1314.4970391,0.7686008627,2.8581934333,4.8103828219
20JAN24:22:00:00,195.118.141.188,186.84.142.127,HTTPS,Phishing,Low,Blocked,589,42.28,294,1357.9641303,-5.693143266,3.7443143975,5.6708007299
20JAN24:23:00:00,89.64.181.168,56.64.138.213,HTTPS,DDoS,Medium,Blocked,720,215.02,470,3230.2644634,-60.74618354,5.3707310936,7.2754450153
21JAN24:00:00:00,71.232.224.186,175.107.40.194,TCP,Brute Force,High,Successful,834,131.24,429,2545.2456741,-15.67329211,4.8770277843,6.8057299929
21JAN24:01:00:00,24.99.160.83,170.66.123.237,HTTP,DDoS,Medium,Successful,242,121.12,41,1240.0777311,-24.45721617,4.7967818723,6.7134212126
21JAN24:02:00:00,151.198.57.96,40.156.101.242,UDP,Ransomware,Low,Blocked,364,41.18,393,1535.1606627,-8.55198868,3.7179529444,5.6337462781
21JAN24:03:00:00,78.246.240.39,81.144.18.202,HTTPS,Ransomware,Medium,Successful,864,152.08,393,2722.1348189,7.8396353988,5.0244067639,6.9776540757
21JAN24:04:00:00,26.127.7.5,58.123.2.117,TCP,Malware,High,Blocked,283,38.05,191,1026.5026273,-9.074811815,3.6389013471,5.550146322
21JAN24:05:00:00,215.21.112.169,11.88.69.215,ICMP,Phishing,Low,Blocked,366,143.04,79,1450.685512,-14.33065324,4.9631243813,6.8946187278
21JAN24:06:00:00,157.182.143.40,134.254.206.207,TCP,Phishing,High,Blocked,1026,229.11,205,2820.9599469,30.227159575,5.4342022812,7.3987845432
21JAN24:07:00:00,217.171.138.184,133.156.97.142,ICMP,Phishing,High,Blocked,1110,77.55,384,2089.4785162,13.606571223,4.3509230186,6.3215891465
21JAN24:08:00:00,135.119.158.90,25.48.163.111,HTTP,Malware,Medium,Blocked,800,144.29,278,2373.7869895,-28.41775665,4.9718252326,6.8891963764
21JAN24:09:00:00,66.97.174.250,52.65.89.62,UDP,Ransomware,Critical,Successful,1076,297.61,272,3584.1950529,82.283308835,5.6957839381,7.6804311823
21JAN24:10:00:00,63.135.41.104,122.212.177.15,TCP,DDoS,High,Blocked,946,206.03,32,2192.8830445,1.902137728,5.3280218378,7.2752499811
21JAN24:11:00:00,79.6.246.179,223.226.123.204,HTTPS,Malware,High,Successful,1443,252.42,450,3790.3847605,-137.9372053,5.5310944064,7.3957233304
21JAN24:12:00:00,212.87.92.33,15.246.191.98,HTTP,Malware,High,Blocked,404,124.51,474,2196.4506625,39.769388232,4.8243861143,6.8149153836
21JAN24:13:00:00,55.190.167.22,21.193.204.206,TCP,DDoS,Low,Successful,1405,230.38,142,2967.0038942,-14.89073328,5.4397301629,7.3763637334
21JAN24:14:00:00,154.210.249.4,215.114.116.167,HTTPS,Phishing,Low,Blocked,1284,12.25,251,1401.849855,-2.640339079,2.5055267533,4.420161072
21JAN24:15:00:00,137.227.180.3,,TCP,Brute Force,Medium,Blocked,112,36.96,294,1113.3108436,2.9641121038,3.6098365173,5.5671381356
21JAN24:16:00:00,211.43.47.107,65.136.255.239,ICMP,DDoS,Low,Blocked,1109,61,98,1358.3954961,-2.727553348,4.1108740281,6.0503758353
21JAN24:17:00:00,175.67.210.66,19.198.12.41,TCP,Ransomware,Medium,Blocked,313,120.65,136,1661.6122024,45.478589697,4.792893875,6.7912535967
21JAN24:18:00:00,206.60.232.102,182.162.116.71,TCP,SQL Injection,High,Blocked,247,253.74,484,3320.1575815,-45.13899362,5.5363101601,7.4564782501
21JAN24:19:00:00,87.182.195.79,166.162.85.66,TCP,SQL Injection,High,Successful,163,103.95,277,1352.8447774,-0.553687584,4.6439101105,6.5890589618
21JAN24:20:00:00,119.29.121.102,53.92.218.51,HTTP,Malware,Medium,Blocked,1073,196.42,312,2804.5815545,6.9157721914,5.2802552746,7.2311826445
21JAN24:21:00:00,201.115.99.248,45.150.241.216,TCP,SQL Injection,High,Successful,1392,212.82,302,3021.5984088,-50.59000822,5.360446785,7.2718079417
21JAN24:22:00:00,87.130.106.123,76.224.64.7,HTTPS,Brute Force,High,Blocked,1250,175.9,43,2244.2080236,46.347701988,5.1699157086,7.1527759412
21JAN24:23:00:00,6.222.144.100,144.72.96.104,ICMP,Phishing,Medium,Successful,582,107.24,120,1448.571341,17.071196268,4.6750694066,6.6434657305
22JAN24:00:00:00,81.168.10.166,164.236.162.233,ICMP,Ransomware,Low,Blocked,99,173.16,220,1962.0599942,-54.23345285,5.1542160803,7.0543516889
22JAN24:01:00:00,96.250.46.223,52.187.43.9,TCP,Brute Force,Medium,Blocked,938,102.75,46,1221.9920415,-8.168603995,4.6322989507,6.5667869183
22JAN24:02:00:00,201.209.161.110,179.164.140.252,HTTP,Ransomware,High,Successful,925,25.25,236,1152.5715733,6.3973494817,3.2288265518,5.2102910719
22JAN24:03:00:00,77.147.36.70,149.216.222.64,HTTP,Ransomware,Medium,Blocked,821,297.84,48,2998.7667941,-29.72855165,5.6965564631,7.6281048266
22JAN24:04:00:00,129.93.235.170,33.221.15.37,HTTPS,Phishing,Medium,Blocked,481,38.24,198,1097.6605789,12.667653053,3.6438823497,5.6360304867
22JAN24:05:00:00,85.88.54.200,173.141.88.10,,Malware,Low,Blocked,1280,21.8,84,1128.679608,-8.166302049,3.0819104285,4.9728206338
22JAN24:06:00:00,114.3.200.194,53.160.193.224,ICMP,SQL Injection,High,Blocked,950,263.57,31,2694.202621,-9.368987563,5.5743190253,7.5151381351
22JAN24:07:00:00,163.72.133.164,223.84.218.221,HTTP,Phishing,High,Blocked,1065,90.62,161,1706.3443435,-13.16808895,4.5066750496,6.4316078891
22JAN24:08:00:00,77.66.16.252,209.35.75.14,TCP,Brute Force,High,Successful,871,195.12,428,3192.8335362,66.126136202,5.2736148052,7.2668037063
22JAN24:09:00:00,142.233.115.75,158.208.210.156,HTTP,Malware,Critical,Blocked,1047,98.77,71,1471.9254243,-1.769572791,4.5927940162,6.5361413552
22JAN24:10:00:00,41.113.135.17,111.94.176.232,HTTP,Brute Force,High,Blocked,1419,117.5,8,1732.7818068,-8.009313389,4.7664384187,6.7025630058
22JAN24:11:00:00,160.11.157.74,218.185.55.225,ICMP,Malware,Critical,Blocked,665,78.71,457,2234.9742798,-13.63850032,4.3657703392,6.2866152405
22JAN24:12:00:00,124.148.41.21,29.63.26.124,UDP,Brute Force,Critical,Blocked,1228,102.98,386,2423.3506268,-7.616161471,4.6345348917,6.5698233655
22JAN24:13:00:00,197.0.171.126,209.202.239.61,HTTPS,Phishing,High,Blocked,1037,123.27,401,2630.1628484,37.362642668,4.8143771527,6.8026754491
22JAN24:14:00:00,161.194.66.32,174.101.14.85,HTTPS,Malware,Medium,Successful,773,216.15,52,2310.1380681,0.5801899509,5.3759726574,7.3222661505
22JAN24:15:00:00,129.166.97.204,1.161.137.150,ICMP,Malware,Low,Blocked,130,153.51,45,1422.4831027,107.4376504,5.0337657766,7.0749696788
22JAN24:16:00:00,86.237.113.3,2.19.42.236,,Ransomware,Medium,Successful,206,283.08,293,3070.9826829,-10.36160273,5.6457295785,7.5863969653
22JAN24:17:00:00,163.206.145.94,101.169.215.28,TCP,Ransomware,Medium,Blocked,998,12.66,426,1668.7791978,-0.608894905,2.5384482066,4.4774631144
22JAN24:18:00:00,129.2.142.171,165.168.83.205,HTTP,DDoS,Medium,Blocked,246,150.97,300,2013.2982686,0.770088111,5.0170812078,6.9637197397
22JAN24:19:00:00,104.214.160.91,73.142.54.47,ICMP,Brute Force,Medium,Blocked,1345,175.31,465,3237.4472118,0.3749728616,5.1665558924,7.1127715049
22JAN24:20:00:00,90.241.4.143,126.15.245.237,HTTPS,Ransomware,Critical,Blocked,1128,276.07,373,3767.5074904,9.3484505856,5.620654493,7.5713904634
22JAN24:21:00:00,9.4.85.110,56.3.241.231,HTTP,DDoS,High,Blocked,555,14.84,38,475.92111626,5.8133416659,2.6973269116,4.6976887608
22JAN24:22:00:00,27.149.210.194,138.159.62.122,HTTPS,Ransomware,High,Blocked,1220,172.09,355,2860.0237371,-9.261305704,5.1480176539,7.0862099559
22JAN24:23:00:00,9.190.175.106,152.238.167.97,TCP,Brute Force,Medium,Successful,786,256.1,380,3584.9628334,88.333406539,5.5455680323,7.5395765944
23JAN24:00:00:00,23.22.239.128,96.239.76.61,HTTPS,Malware,Low,Blocked,345,72.65,495,2068.8286327,-10.34392096,4.2856535277,6.2110138248
23JAN24:01:00:00,204.88.207.196,217.221.112.255,HTTPS,SQL Injection,Low,Successful,434,262.9,231,2721.615223,32.714778342,5.5717737698,7.535304598
23JAN24:02:00:00,185.166.244.167,148.32.194.16,UDP,Brute Force,Medium,Blocked,1137,5.81,478,1947.2112095,0.4182799909,1.759582292,3.7157231658
23JAN24:03:00:00,16.255.47.160,145.96.54.176,UDP,Phishing,,Successful,226,219.76,262,2448.0872036,-37.54579105,5.3925360873,7.3137363999
23JAN24:04:00:00,94.167.163.187,,UDP,Ransomware,Low,Successful,1400,279.94,68,3063.0007796,60.620528539,5.6345753302,7.610952062
23JAN24:05:00:00,168.218.64.137,219.228.3.61,HTTPS,Ransomware,Critical,Blocked,662,197.19,179,2340.2429841,33.369885796,5.2841677817,7.2539655862
23JAN24:06:00:00,159.96.144.153,25.175.34.101,ICMP,Malware,High,Successful,769,131.76,357,2296.8910982,4.7491044171,4.8809821618,6.8320281199
23JAN24:07:00:00,190.49.169.160,116.214.75.182,HTTPS,Phishing,Medium,Blocked,279,13.56,419,1400.7853415,-4.016591272,2.60712502,4.5097976102
23JAN24:08:00:00,69.43.171.215,109.252.201.151,ICMP,Malware,Low,Successful,572,276.04,186,3012.8670821,-134.8350041,5.620545819,7.4941214943
23JAN24:09:00:00,41.126.77.47,163.59.203.138,ICMP,Phishing,Medium,Blocked,180,141.14,441,2305.8567558,24.284645572,4.9497523764,6.919945333
23JAN24:10:00:00,81.153.220.179,222.51.101.186,UDP,SQL Injection,Low,Blocked,1328,8.8,201,1024.5699613,-2.112808926,2.1747528578,4.0857611814
23JAN24:11:00:00,148.207.214.156,15.184.253.9,HTTP,Ransomware,Critical,Successful,178,206.98,390,2644.2585554,6.206956941,5.3326222186,7.2828072039
23JAN24:12:00:00,50.223.154.207,212.238.52.132,TCP,Ransomware,Medium,Blocked,498,144.6,13,1415.5636868,7.8004831346,4.9739713789,6.9275583897
23JAN24:13:00:00,29.196.49.97,99.222.38.137,UDP,SQL Injection,Medium,Blocked,109,37.39,443,1499.5076158,12.168270163,3.6214035564,5.6127567972
23JAN24:14:00:00,71.82.143.96,185.238.117.99,UDP,DDoS,Medium,Successful,424,64.36,214,1138.3575526,-15.1881817,4.1644924775,6.076108564
23JAN24:15:00:00,169.55.11.192,180.149.223.125,HTTP,Malware,Low,Blocked,669,19.44,220,1084.5849356,10.749498201,2.9673333134,4.9892721055
23JAN24:16:00:00,23.79.209.194,179.36.224.116,TCP,SQL Injection,Medium,Blocked,237,172.33,286,2033.2591449,-13.91812707,5.1494113013,7.0837165544
23JAN24:17:00:00,61.6.32.66,173.15.206.3,HTTPS,Malware,High,Blocked,244,186.65,244,2109.0771391,0.9078369473,5.2292352589,7.175839956
23JAN24:18:00:00,38.21.226.235,102.37.110.7,HTTPS,Brute Force,Medium,Blocked,607,151.77,356,2266.9024637,-47.99936596,5.0223662829,6.9220433605
23JAN24:19:00:00,52.0.98.222,19.180.237.173,UDP,Ransomware,Low,Successful,1021,245.15,258,3014.5787337,-55.96959066,5.5018703089,7.4146213256
23JAN24:20:00:00,151.244.140.66,66.209.99.8,TCP,Malware,Medium,Blocked,844,258.32,58,2542.6759037,-24.01583314,5.5541991652,7.4867389649
23JAN24:21:00:00,201.229.166.123,133.146.166.198,UDP,Phishing,Medium,Blocked,898,184.73,36,2035.3420808,-15.54430877,5.2188953537,7.1527117503
23JAN24:22:00:00,69.118.156.23,34.243.244.63,ICMP,Malware,High,Blocked,921,3.93,328,1358.726081,-1.432601774,1.3686419704,3.2610693543
23JAN24:23:00:00,70.46.28.145,83.255.175.127,UDP,Brute Force,Medium,Successful,1013,208.6,429,3299.0138666,-2.629089002,5.3404185905,7.2845265764
24JAN24:00:00:00,187.236.185.25,83.250.38.54,UDP,Ransomware,Medium,Blocked,679,125.46,490,2535.5023527,19.324250748,4.8319870624,6.7996624347
24JAN24:01:00:00,160.245.174.157,141.110.28.155,HTTPS,SQL Injection,Medium,Blocked,1494,169.71,498,3436.4824814,-27.89102435,5.1340911569,7.0562433729
24JAN24:02:00:00,149.24.235.113,44.82.170.247,HTTPS,Brute Force,Medium,Successful,364,194.76,393,2691.0482589,-5.585221812,5.2717680827,7.2135729932
24JAN24:03:00:00,154.74.176.78,52.108.243.61,HTTPS,Ransomware,,Blocked,481,105.14,382,2104.3518757,-9.435977608,4.6552928905,6.5882990901
24JAN24:04:00:00,59.17.101.189,179.195.203.178,ICMP,Malware,Medium,Blocked,843,275.14,193,3097.4396498,83.468462666,5.6172800954,7.6056155717
,209.165.114.61,124.161.70.162,HTTPS,DDoS,Medium,Blocked,327,40.28,333,1291.8099701,-15.17567789,3.6958553161,5.5864405871
24JAN24:06:00:00,195.63.242.154,124.15.159.116,TCP,DDoS,High,Blocked,265,201.49,50,1682.5741277,15.487387312,5.305739802,7.2625706731
24JAN24:07:00:00,45.157.131.57,202.52.106.136,HTTP,Phishing,Medium,Blocked,1127,1.41,463,1761.3242518,-0.261363866,0.3435967966,2.2626633321
24JAN24:08:00:00,111.183.12.59,103.102.185.204,TCP,Ransomware,Critical,Blocked,1006,277.4,32,2721.6084742,69.628721349,5.6254605439,7.6066005602
24JAN24:09:00:00,113.187.67.51,6.43.29.93,TCP,DDoS,Medium,Successful,977,33.84,98,927.95771919,9.5804881141,3.5216438302,5.5072017296
24JAN24:10:00:00,55.134.30.201,82.33.14.214,HTTPS,SQL Injection,Critical,Blocked,599,28.56,43,586.41614265,-0.340901235,3.3520074876,5.2962106929
24JAN24:11:00:00,81.212.15.199,138.246.43.83,HTTP,Ransomware,High,Successful,753,99.97,381,2083.1121059,3.7657166224,4.604870241,6.5561470868
24JAN24:12:00:00,155.118.147.227,85.173.229.231,HTTP,SQL Injection,Medium,Blocked,537,112.13,,0,25.025048449,4.7196590017,6.6969540697
24JAN24:14:00:00,145.29.221.16,94.32.136.25,ICMP,DDoS,Low,Successful,965,175.58,310,2649.8415048,-40.20240147,5.1680948365,7.0807481322
24JAN24:15:00:00,81.125.67.20,209.157.85.238,HTTPS,Ransomware,Critical,Blocked,99,132.93,47,1114.7743978,-50.19372448,4.8898227491,6.7802812583
